	TrackID		01	Timepoint		5	Perimeter		572.8516661973316
	X-coordinates	Y-coordinates	Curvature	SignedCurvature	 	 Intensity
	144.0		30.0		0.012		-0.012		11992.2		
	145.0		31.0		0.012		-0.012		11410.3		
	146.0		31.0		0.012		-0.012		11132.0		
	147.0		31.0		0.012		-0.012		10753.6		
	148.0		31.0		0.012		-0.012		10330.1		
	149.0		31.0		0.012		-0.012		9937.4		
	150.0		31.0		0.012		-0.012		9651.4		
	151.0		31.0		0.012		-0.012		9517.2		
	152.0		32.0		0.012		-0.012		9071.7		
	153.0		32.0		0.012		-0.012		9210.3		
	154.0		32.0		0.012		-0.012		9333.5		
	155.0		32.0		0.012		-0.012		9422.6		
	156.0		32.0		0.012		-0.012		9496.3		
	157.0		32.0		0.012		-0.012		9585.4		
	158.0		32.0		0.012		-0.012		9688.8		
	159.0		32.0		0.012		-0.012		9762.5		
	160.0		32.0		0.012		-0.012		9761.4		
	161.0		32.0		0.012		-0.012		9683.3		
	162.0		32.0		0.012		-0.012		9577.7		
	163.0		32.0		0.012		-0.012		9524.9		
	164.0		32.0		0.012		-0.012		9594.2		
	165.0		32.0		0.013		-0.013		10017.0		
	166.0		32.0		0.013		-0.013		10068.3		
	167.0		32.0		0.013		-0.013		10333.4		
	168.0		32.0		0.013		-0.013		10538.0		
	169.0		33.0		0.013		-0.013		10106.8		
	170.0		33.0		0.013		-0.013		10313.6		
	171.0		33.0		0.013		-0.013		10453.3		
	172.0		33.0		0.013		-0.013		10531.4		
	173.0		33.0		0.013		-0.013		10569.9		
	174.0		33.0		0.013		-0.013		10601.8		
	175.0		34.0		0.013		-0.013		10937.3		
	176.0		34.0		0.013		-0.013		11286.0		
	177.0		34.0		0.013		-0.013		11731.111111111111		
	178.0		34.0		0.013		-0.013		11862.4		
	179.0		34.0		0.013		-0.013		11972.4		
	180.0		35.0		0.013		-0.013		12478.4		
	181.0		35.0		0.013		-0.013		12375.0		
	182.0		36.0		0.013		-0.013		12237.5		
	183.0		36.0		0.013		-0.013		12064.8		
	184.0		37.0		0.013		-0.013		11876.7		
	185.0		37.0		0.013		-0.013		11872.3		
	186.0		37.0		0.013		-0.013		11796.4		
	187.0		38.0		0.013		-0.013		12282.6		
	188.0		38.0		0.013		-0.013		12457.5		
	189.0		39.0		0.013		-0.013		13048.2		
	190.0		39.0		0.013		-0.013		12973.4		
	191.0		40.0		0.013		-0.013		13207.7		
	192.0		41.0		0.013		-0.013		13157.1		
	193.0		42.0		0.013		-0.013		12933.8		
	194.0		42.0		0.013		-0.013		12673.1		
	195.0		43.0		0.013		-0.013		12520.2		
	196.0		44.0		0.013		-0.013		12199.0		
	197.0		45.0		0.013		-0.013		11660.0		
	198.0		45.0		0.013		-0.013		11487.3		
	199.0		46.0		0.013		-0.013		11037.4		
	200.0		47.0		0.013		-0.013		10772.3		
	201.0		47.0		0.013		-0.013		10971.4		
	202.0		48.0		0.013		-0.013		11099.0		
	203.0		49.0		0.013		-0.013		11158.4		
	204.0		50.0		0.013		-0.013		11124.3		
	205.0		51.0		0.013		-0.013		10978.0		
	206.0		52.0		0.013		-0.013		10653.5		
	207.0		53.0		0.013		-0.013		10221.2		
	208.0		53.0		0.013		-0.013		10479.7		
	209.0		54.0		0.013		-0.013		10418.1		
	210.0		55.0		0.013		-0.013		10495.1		
	211.0		56.0		0.013		-0.013		10744.875		
	212.0		57.0		0.013		-0.01		10561.111111111111		
	213.0		57.0		0.013		-0.01		10858.888888888889		
	214.0		58.0		0.013		-0.01		10971.111111111111		
	214.0		59.0		0.013		-0.01		10767.777777777777		
	215.0		60.0		0.013		-0.01		10840.0		
	216.0		61.0		0.013		-0.01		10783.333333333334		
	217.0		62.0		0.013		-0.01		10770.0		
	218.0		63.0		0.013		-0.01		10935.555555555555		
	219.0		64.0		0.013		-0.01		11345.555555555555		
	220.0		65.0		0.013		-0.01		11976.666666666666		
	220.0		66.0		0.013		-0.01		12023.333333333334		
	221.0		67.0		0.013		-0.01		12724.875		
	222.0		68.0		0.013		-0.006		12662.1		
	223.0		69.0		0.013		-0.006		12692.9		
	224.0		70.0		0.013		-0.006		12681.9		
	224.0		71.0		0.013		-0.006		12890.9		
	224.0		72.0		0.013		-0.006		12801.8		
	225.0		73.0		0.013		-0.006		12873.3		
	225.0		74.0		0.013		-0.006		12485.0		
	226.0		75.0		0.013		-0.006		12190.2		
	227.0		76.0		0.013		-0.006		11694.1		
	227.0		77.0		0.013		-0.006		11699.6		
	228.0		78.0		0.013		-0.006		11519.2		
	228.0		79.0		0.013		-0.006		11724.9		
	228.0		80.0		0.013		-0.006		11717.2		
	229.0		81.0		0.013		-0.006		11686.4		
	229.0		82.0		0.013		-0.006		11627.0		
	230.0		83.0		0.013		-0.006		11630.3		
	230.0		84.0		0.013		-0.006		11762.3		
	231.0		85.0		0.013		-0.006		11939.4		
	231.0		86.0		0.013		-0.006		12301.3		
	231.0		87.0		0.013		-0.006		12587.3		
	232.0		88.0		0.013		-0.006		13118.6		
	232.0		89.0		0.013		-0.005		13752.0		
	232.0		90.0		0.012		-0.001		13525.6		
	233.0		91.0		0.012		-0.001		13545.4		
	233.0		92.0		0.012		-0.001		13306.7		
	233.0		93.0		0.012		-0.001		12823.8		
	234.0		94.0		0.012		-0.001		12216.6		
	234.0		95.0		0.012		-0.001		12040.6		
	234.0		96.0		0.012		-0.001		12015.3		
	234.0		97.0		0.012		-0.001		12054.9		
	235.0		98.0		0.012		-0.001		12483.9		
	235.0		99.0		0.012		-0.001		12602.7		
	235.0		100.0		0.012		-0.001		12669.8		
	235.0		101.0		0.013		-0		12827.777777777777		
	236.0		102.0		0.012		0.001		12617.0		
	235.0		103.0		0.012		0.001		12397.0		
	236.0		104.0		0.012		0.001		12003.2		
	236.0		105.0		0.012		0.001		11539.0		
	236.0		106.0		0.012		0.001		11136.4		
	236.0		107.0		0.012		0.001		10871.3		
	236.0		108.0		0.012		0.001		10750.3		
	236.0		109.0		0.012		0.001		10739.3		
	236.0		110.0		0.012		0.001		10814.1		
	236.0		111.0		0.012		0.001		10994.5		
	236.0		112.0		0.012		0.001		11303.6		
	236.0		114.0		0.012		0.005		12006.5		
	236.0		115.0		0.012		0.005		12134.1		
	236.0		116.0		0.012		0.005		12060.4		
	236.0		117.0		0.012		0.005		11894.3		
	236.0		118.0		0.012		0.005		11783.2		
	236.0		119.0		0.012		0.005		11829.4		
	236.0		120.0		0.012		0.005		12063.7		
	236.0		121.0		0.012		0.005		12441.0		
	236.0		122.0		0.012		0.005		12867.8		
	235.0		123.0		0.012		0.005		13053.7		
	236.0		124.0		0.012		0.005		13438.7		
	235.0		125.0		0.012		0.005		13478.3		
	235.0		126.0		0.012		0.005		13292.4		
	235.0		127.0		0.012		0.005		12896.4		
	235.0		128.0		0.012		0.005		12422.3		
	235.0		129.0		0.012		0.005		12004.3		
	234.0		130.0		0.012		0.005		11688.6		
	234.0		131.0		0.012		0.005		11669.9		
	234.0		132.0		0.012		0.005		11720.5		
	234.0		133.0		0.012		0.005		11833.8		
	234.0		134.0		0.012		0.005		12023.0		
	233.0		135.0		0.012		0.009		12642.75		
	233.0		136.0		0.012		0.009		12872.222222222223		
	233.0		137.0		0.012		0.009		13194.444444444445		
	233.0		138.0		0.012		0.009		13316.666666666666		
	233.0		139.0		0.012		0.009		13147.777777777777		
	232.0		140.0		0.012		0.009		12376.666666666666		
	232.0		141.0		0.012		0.009		11974.444444444445		
	231.0		142.0		0.012		0.009		11063.333333333334		
	231.0		143.0		0.012		0.009		11014.444444444445		
	231.0		144.0		0.012		0.009		11040.0		
	231.0		145.0		0.012		0.009		11081.111111111111		
	230.0		146.0		0.012		0.009		10951.111111111111		
