	TrackID		01
	ArbritaryUnit	Time		Curvature	 	 Intensity 	 	 IntensitySec
	0		1		0.05		3,155.075				3,155.075
	0		2		0.053		3,278.772				3,278.772
	0		3		0.054		3,516.8				3,516.8
	0		4		0.05		2,836.05				2,836.05
	0		5		0.052		3,059.746				3,059.746
	0		6		0.055		2,027.25				2,027.25
	0		7		0.056		2,605.846				2,605.846
	0		8		0.054		3,127.185				3,127.185
	0		9		0.057		3,685.12				3,685.12
	0		10		0.056		3,217.9				3,217.9
	0		11		0.054		3,864				3,864
	0		12		0.055		3,562.765				3,562.765
	0		13		0.054		3,053.286				3,053.286
	0		14		0.054		2,640.648				2,640.648
	0		15		0.048		2,885.361				2,885.361
	0		16		0.049		3,172.258				3,172.258
	0		17		0.053		3,921.529				3,921.529
	0		18		0.045		3,531.93				3,531.93
	0		19		0.043		5,454.176				5,454.176
	0		20		0.048		4,299.298				4,299.298
	0		21		0.048		4,545.1				4,545.1
	0		22		0.05		3,745.965				3,745.965
	0		23		0.057		3,981.754				3,981.754
	0		24		0.06		3,063.222				3,063.222
	1		1		0.049		3,157.7				3,157.7
	1		2		0.053		3,163.86				3,163.86
	1		3		0.053		3,896.55				3,896.55
	1		4		0.05		4,054.225				4,054.225
	1		5		0.051		4,196.937				4,196.937
	1		6		0.055		3,315.981				3,315.981
	1		7		0.056		3,188.25				3,188.25
	1		8		0.053		4,117.383				4,117.383
	1		9		0.057		3,925.611				3,925.611
	1		10		0.055		3,635.275				3,635.275
	1		11		0.053		3,617.876				3,617.876
	1		12		0.054		4,381.941				4,381.941
	1		13		0.053		3,086.635				3,086.635
	1		14		0.054		2,782.972				2,782.972
	1		15		0.049		3,341.713				3,341.713
	1		16		0.05		3,338.659				3,338.659
	1		17		0.053		3,950.647				3,950.647
	1		18		0.045		5,338.947				5,338.947
	1		19		0.043		6,405.176				6,405.176
	1		20		0.049		4,975.965				4,975.965
	1		21		0.048		4,562.6				4,562.6
	1		22		0.05		4,504.21				4,504.21
	1		23		0.057		4,395.614				4,395.614
	1		24		0.06		3,358.602				3,358.602
	2		1		0.049		3,603.6				3,603.6
	2		2		0.052		3,418.596				3,418.596
	2		3		0.053		3,082.275				3,082.275
	2		4		0.049		3,441.025				3,441.025
	2		5		0.051		2,839.222				2,839.222
	2		6		0.054		2,887.096				2,887.096
	2		7		0.055		3,191.019				3,191.019
	2		8		0.053		4,451.309				4,451.309
	2		9		0.056		3,628.824				3,628.824
	2		10		0.054		3,366.65				3,366.65
	2		11		0.053		3,192.346				3,192.346
	2		12		0.054		3,158.647				3,158.647
	2		13		0.052		2,836.778				2,836.778
	2		14		0.055		3,454.833				3,454.833
	2		15		0.049		3,326.407				3,326.407
	2		16		0.049		3,090.015				3,090.015
	2		17		0.054		3,511.059				3,511.059
	2		18		0.046		4,865.263				4,865.263
	2		19		0.043		3,639.353				3,639.353
	2		20		0.049		4,865.088				4,865.088
	2		21		0.049		4,259.325				4,259.325
	2		22		0.05		4,451.053				4,451.053
	2		23		0.057		3,168.596				3,168.596
	2		24		0.06		3,909.602				3,909.602
	3		1		0.048		3,127.25				3,127.25
	3		2		0.052		2,856.14				2,856.14
	3		3		0.052		3,184.125				3,184.125
	3		4		0.05		2,742.775				2,742.775
	3		5		0.052		2,879.73				2,879.73
	3		6		0.054		3,402.346				3,402.346
	3		7		0.055		3,274.096				3,274.096
	3		8		0.053		3,484.79				3,484.79
	3		9		0.054		2,975.963				2,975.963
	3		10		0.054		3,196.375				3,196.375
	3		11		0.052		2,926				2,926
	3		12		0.054		2,579.118				2,579.118
	3		13		0.052		2,861.048				2,861.048
	3		14		0.055		3,196.926				3,196.926
	3		15		0.05		3,347.343				3,347.343
	3		16		0.049		3,952.515				3,952.515
	3		17		0.054		3,458.118				3,458.118
	3		18		0.046		4,340.702				4,340.702
	3		19		0.043		2,827.941				2,827.941
	3		20		0.048		3,528.421				3,528.421
	3		21		0.048		3,693.2				3,693.2
	3		22		0.049		5,400.702				5,400.702
	3		23		0.056		3,582.105				3,582.105
	3		24		0.061		3,267.296				3,267.296
	4		1		0.048		3,825.85				3,825.85
	4		2		0.052		3,503.333				3,503.333
	4		3		0.051		2,706.725				2,706.725
	4		4		0.05		3,071.25				3,071.25
	4		5		0.053		3,562.952				3,562.952
	4		6		0.054		3,361.327				3,361.327
	4		7		0.056		3,040.269				3,040.269
	4		8		0.053		3,917.58				3,917.58
	4		9		0.054		3,465.037				3,465.037
	4		10		0.053		3,083.5				3,083.5
	4		11		0.052		3,531.63				3,531.63
	4		12		0.053		2,965.412				2,965.412
	4		13		0.051		3,064.286				3,064.286
	4		14		0.056		3,026.102				3,026.102
	4		15		0.051		3,339.426				3,339.426
	4		16		0.05		2,948.182				2,948.182
	4		17		0.054		3,748.235				3,748.235
	4		18		0.046		4,497.719				4,497.719
	4		19		0.043		2,730				2,730
	4		20		0.047		2,428.596				2,428.596
	4		21		0.047		3,369.975				3,369.975
	4		22		0.049		4,370.175				4,370.175
	4		23		0.056		3,561.053				3,561.053
	4		24		0.063		3,541.213				3,541.213
	5		1		0.048		3,337.25				3,337.25
	5		2		0.052		3,762.807				3,762.807
	5		3		0.051		2,974.825				2,974.825
	5		4		0.049		3,070.725				3,070.725
	5		5		0.053		2,971.746				2,971.746
	5		6		0.054		3,159.865				3,159.865
	5		7		0.055		3,463.269				3,463.269
	5		8		0.052		3,626.519				3,626.519
	5		9		0.053		2,740.222				2,740.222
	5		10		0.054		3,323.95				3,323.95
	5		11		0.051		3,123.901				3,123.901
	5		12		0.054		3,085.059				3,085.059
	5		13		0.051		3,222.127				3,222.127
	5		14		0.057		2,600.185				2,600.185
	5		15		0.052		2,822.907				2,822.907
	5		16		0.05		3,615.879				3,615.879
	5		17		0.055		3,193.059				3,193.059
	5		18		0.046		3,030.176				3,030.176
	5		19		0.042		3,387.882				3,387.882
	5		20		0.047		3,474.562				3,474.562
	5		21		0.047		4,279.1				4,279.1
	5		22		0.048		6,285.79				6,285.79
	5		23		0.055		4,365.263				4,365.263
	5		24		0.063		3,440.231				3,440.231
	6		1		0.048		2,850.575				2,850.575
	6		2		0.051		4,029.474				4,029.474
	6		3		0.05		2,841.3				2,841.3
	6		4		0.05		3,224.2				3,224.2
	6		5		0.053		2,763.619				2,763.619
	6		6		0.054		3,200.885				3,200.885
	6		7		0.055		3,096.519				3,096.519
	6		8		0.052		3,245.926				3,245.926
	6		9		0.053		3,172.296				3,172.296
	6		10		0.054		2,624.3				2,624.3
	6		11		0.051		4,511.111				4,511.111
	6		12		0.054		2,948.823				2,948.823
	6		13		0.051		3,744.54				3,744.54
	6		14		0.057		3,190.417				3,190.417
	6		15		0.051		3,501.454				3,501.454
	6		16		0.05		3,987.189				3,987.189
	6		17		0.054		3,953.823				3,953.823
	6		18		0.046		3,367.018				3,367.018
	6		19		0.042		4,006.765				4,006.765
	6		20		0.046		3,308.772				3,308.772
	6		21		0.046		4,552.1				4,552.1
	6		22		0.048		4,782.807				4,782.807
	6		23		0.055		4,499.123				4,499.123
	6		24		0.062		3,449.907				3,449.907
	7		1		0.047		3,116.225				3,116.225
	7		2		0.051		3,350.702				3,350.702
	7		3		0.049		4,247.075				4,247.075
	7		4		0.049		3,716.65				3,716.65
	7		5		0.052		3,146.698				3,146.698
	7		6		0.053		2,998.558				2,998.558
	7		7		0.054		2,878.096				2,878.096
	7		8		0.052		3,380.741				3,380.741
	7		9		0.053		3,313.213				3,313.213
	7		10		0.055		2,848.65				2,848.65
	7		11		0.051		3,458.864				3,458.864
	7		12		0.053		3,004.235				3,004.235
	7		13		0.05		4,093.222				4,093.222
	7		14		0.056		3,296.148				3,296.148
