	TrackID: 	01
	ArbritaryUnit	Time	Deformation	Intensity	IntensitySec	Distance-Deformation
	633	1	0.006	317.648	317.648	888.653
	633	2	0.006	342.73	342.73	901.905
	634	1	0.006	322.252	322.252	888.493
	634	2	0.006	342.132	342.132	901.773
	635	1	0.006	326.528	326.528	888.337
	635	2	0.006	341.503	341.503	901.646
	636	1	0.006	330.522	330.522	888.186
	636	2	0.006	340.88	340.88	901.523
	637	1	0.006	334.164	334.164	888.039
	637	2	0.006	340.283	340.283	901.404
	638	1	0.006	337.314	337.314	887.896
	638	2	0.005	339.755	339.755	901.29
	639	1	0.006	339.918	339.918	887.758
	639	2	0.005	339.239	339.239	901.181
	640	1	0.006	342.101	342.101	887.625
	640	2	0.005	338.73	338.73	901.076
	641	1	0.006	343.755	343.755	887.496
	641	2	0.005	338.057	338.057	900.975
	642	1	0.006	344.887	344.887	887.371
	642	2	0.005	337.17	337.17	900.878
	643	1	0.006	345.346	345.346	887.251
	643	2	0.005	336.088	336.088	900.787
	644	1	0.006	345.333	345.333	887.135
	644	2	0.005	334.767	334.767	900.699
	645	1	0.006	344.66	344.66	887.024
	645	2	0.005	333	333	900.616
	646	1	0.006	343.365	343.365	886.918
	646	2	0.005	330.805	330.805	900.537
	647	1	0.006	341.642	341.642	886.816
	647	2	0.005	328.264	328.264	900.463
	648	1	0.006	339.453	339.453	886.718
	648	2	0.005	325.553	325.553	900.393
	649	1	0.006	336.786	336.786	886.625
	649	2	0.005	322.377	322.377	900.328
	650	1	0.006	333.553	333.553	886.537
	650	2	0.005	318.925	318.925	900.267
	651	1	0.006	329.88	329.88	886.453
	651	2	0.005	315.12	315.12	900.211
	652	1	0.006	326.044	326.044	886.373
	652	2	0.005	311.264	311.264	900.159
	653	1	0.006	321.874	321.874	886.298
	653	2	0.005	307.277	307.277	900.111
	654	1	0.006	317.453	317.453	886.227
	654	2	0.005	303.126	303.126	900.068
	655	1	0.006	312.824	312.824	886.161
	655	2	0.005	298.925	298.925	900.03
	656	1	0.006	308.057	308.057	886.1
	656	2	0.005	294.679	294.679	899.995
	657	1	0.006	303.283	303.283	886.043
	657	2	0.005	290.484	290.484	899.966
	658	1	0.006	298.509	298.509	885.99
	658	2	0.005	286.371	286.371	899.94
	659	1	0.006	293.78	293.78	885.943
	659	2	0.005	282.553	282.553	899.919
	660	1	0.006	289.17	289.17	885.899
	660	2	0.005	279.075	279.075	899.903
	661	1	0.006	284.686	284.686	885.86
	661	2	0.005	284.013	284.013	897.891
	662	1	0.006	280.396	280.396	885.826
	662	2	0.005	281.019	281.019	897.883
	663	1	0.006	276.239	276.239	885.796
	663	2	0.005	278.459	278.459	897.88
	664	1	0.006	272.308	272.308	885.77
	664	2	0.005	283.34	283.34	895.882
	665	1	0.006	268.654	268.654	885.749
	665	2	0.005	281.56	281.56	895.887
	666	1	0.005	265.289	265.289	885.733
	666	2	0.005	285.855	285.855	893.898
	667	1	0.005	262.145	262.145	885.721
	667	2	0.005	289.145	289.145	891.913
	668	1	0.005	259.384	259.384	885.714
	668	2	0.005	291.258	291.258	889.932
	669	1	0.005	256.868	256.868	885.711
	669	2	0.005	290.157	290.157	889.956
	670	1	0.005	264.132	264.132	883.713
	670	2	0.005	289.327	289.327	889.984
	671	1	0.005	261.874	261.874	883.719
	671	2	0.005	288.755	288.755	890.017
	672	1	0.005	260	260	883.73
	672	2	0.005	290.912	290.912	888.055
	673	1	0.005	266.994	266.994	881.745
	673	2	0.005	291.39	291.39	888.097
	674	1	0.005	265.465	265.465	881.765
	674	2	0.005	294.132	294.132	886.144
	675	1	0.005	272.258	272.258	879.789
	675	2	0.005	295.987	295.987	886.195
	676	1	0.005	280.113	280.113	877.789
	676	2	0.005	298.421	298.421	886.25
	677	1	0.005	287.396	287.396	875.79
	677	2	0.005	303.12	303.12	884.311
	678	1	0.005	294.245	294.245	873.79
	678	2	0.005	307	307	884.376
	679	1	0.005	300.56	300.56	871.79
	679	2	0.005	311.176	311.176	884.445
	680	1	0.005	306.195	306.195	869.79
	680	2	0.005	318.484	318.484	882.52
	681	1	0.005	311.226	311.226	867.79
	681	2	0.005	323.629	323.629	882.599
	682	1	0.005	315.673	315.673	865.791
	682	2	0.005	332.05	332.05	880.683
	683	1	0.005	318.415	318.415	863.82
	683	2	0.005	337.642	337.642	880.771
	684	1	0.005	317.182	317.182	863.854
	684	2	0.005	346.465	346.465	878.865
	685	1	0.005	316.025	316.025	863.893
	685	2	0.005	351.868	351.868	878.962
	686	1	0.005	315.138	315.138	863.937
	686	2	0.005	356.591	356.591	879.064
	687	1	0.005	314.497	314.497	863.985
	687	2	0.005	365.195	365.195	877.173
	688	1	0.005	313.95	313.95	864.037
	688	2	0.005	368.66	368.66	877.284
	689	1	0.005	313.497	313.497	864.094
	689	2	0.005	371.195	371.195	877.399
	690	1	0.005	313.245	313.245	864.156
	690	2	0.005	372.503	372.503	877.519
	691	1	0.005	313.057	313.057	864.223
	691	2	0.005	372.572	372.572	877.643
	692	1	0.005	312.95	312.95	864.294
	692	2	0.005	377.723	377.723	875.777
	693	1	0.005	312.855	312.855	864.37
	693	2	0.005	376.082	376.082	875.91
	694	1	0.005	312.704	312.704	864.45
	694	2	0.005	373.396	373.396	876.049
	695	1	0.005	312.34	312.34	864.535
	695	2	0.005	369.862	369.862	876.192
	696	1	0.005	311.836	311.836	864.625
	696	2	0.005	370.918	370.918	874.345
	697	1	0.005	311.088	311.088	864.719
	697	2	0.005	366.101	366.101	874.497
	698	1	0.005	310.107	310.107	864.818
	698	2	0.005	364.849	364.849	872.66
	699	1	0.005	308.994	308.994	864.921
	699	2	0.005	359.686	359.686	872.822
	700	1	0.005	307.604	307.604	865.03
	700	2	0.005	354.472	354.472	872.988
	701	1	0.005	306.101	306.101	865.142
	701	2	0.005	349.321	349.321	873.159
	702	1	0.005	304.503	304.503	865.26
	702	2	0.005	348.233	348.233	871.343
	703	1	0.005	310.245	310.245	863.385
	703	2	0.005	343.811	343.811	871.523
	704	1	0.005	308.516	308.516	863.512
	704	2	0.005	339.717	339.717	871.708
	705	1	0.005	306.736	306.736	863.643
	705	2	0.005	340.346	340.346	869.907
	706	1	0.005	304.736	304.736	863.78
	706	2	0.005	337.553	337.553	870.101
	707	1	0.005	302.648	302.648	863.92
	707	2	0.005	334.918	334.918	870.3
	708	1	0.005	308.176	308.176	862.071
	708	2	0.005	338.214	338.214	868.515
	709	1	0.005	306	306	862.221
	709	2	0.005	336.346	336.346	868.723
	710	1	0.005	303.78	303.78	862.376
	710	2	0.005	340.906	340.906	866.948
	711	1	0.005	301.465	301.465	862.535
	711	2	0.005	339.428	339.428	867.166
	712	1	0.005	308.836	308.836	860.542
	712	2	0.005	344.943	344.943	865.402
	713	1	0.005	313.371	313.371	858.713
	713	2	0.005	342.918	342.918	865.63
	714	1	0.005	311.403	311.403	858.883
	714	2	0.005	348.132	348.132	863.876
	715	1	0.005	309.553	309.553	859.057
	715	2	0.005	345.094	345.094	864.113
	716	1	0.005	307.566	307.566	859.235
	716	2	0.005	349.314	349.314	862.37
	717	1	0.005	305.39	305.39	859.419
	717	2	0.005	345.063	345.063	862.618
	718	1	0.005	303.126	303.126	859.607
	718	2	0.005	347.818	347.818	860.886
	719	1	0.005	308.107	308.107	857.809
	719	2	0.005	342.56	342.56	861.143
	720	1	0.005	305.566	305.566	858.006
	720	2	0.005	336.887	336.887	861.404
	721	1	0.005	302.868	302.868	858.208
	721	2	0.005	337.604	337.604	859.688
	722	1	0.005	307.472	307.472	856.426
	722	2	0.005	331.403	331.403	859.959
	723	1	0.005	304.459	304.459	856.638
	723	2	0.005	330.987	330.987	858.255
	724	1	0.005	301.075	301.075	856.854
	724	2	0.005	324.937	324.937	858.536
	725	1	0.005	305.245	305.245	855.088
	725	2	0.005	324.151	324.151	856.842
	726	1	0.005	301.572	301.572	855.314
	726	2	0.005	318.591	318.591	857.133
	727	1	0.005	305.27	305.27	853.559
	727	2	0.005	313.245	313.245	857.428
	728	1	0.005	301.314	301.314	853.795
	728	2	0.005	317.692	317.692	855.451
	729	1	0.005	304.642	304.642	852.05
	729	2	0.005	321.371	321.371	853.473
	730	1	0.005	300.365	300.365	852.296
	730	2	0.004	324.415	324.415	851.495
	731	1	0.005	307.522	307.522	850.312
	731	2	0.004	326.843	326.843	849.518
	732	1	0.004	314.566	314.566	848.327
	732	2	0.004	328.535	328.535	847.541
	733	1	0.004	321.245	321.245	846.343
	733	2	0.004	329.66	329.66	845.564
	734	1	0.004	327.66	327.66	844.359
	734	2	0.004	330.088	330.088	843.587
	735	1	0.004	333.805	333.805	842.374
	735	2	0.004	329.692	329.692	841.61
	736	1	0.004	339.447	339.447	840.39
	736	2	0.004	325.874	325.874	839.939
	737	1	0.004	344.597	344.597	838.406
	737	2	0.004	323.327	323.327	840.25
	738	1	0.004	349.289	349.289	836.422
	738	2	0.004	321.063	321.063	840.566
	739	1	0.004	353.27	353.27	834.438
	739	2	0.004	318.931	318.931	840.886
	740	1	0.004	356.56	356.56	832.454
	740	2	0.004	316.843	316.843	841.211
	741	1	0.004	359.094	359.094	830.471
	741	2	0.004	314.912	314.912	841.54
	742	1	0.004	361.038	361.038	828.487
	742	2	0.004	313.145	313.145	841.874
	743	1	0.004	362.239	362.239	826.503
	743	2	0.004	311.56	311.56	842.213
	744	1	0.004	362.811	362.811	824.52
	744	2	0.004	310.321	310.321	842.556
	745	1	0.004	362.541	362.541	822.536
	745	2	0.004	309.34	309.34	842.904
	746	1	0.004	361.541	361.541	820.553
	746	2	0.004	308.56	308.56	843.257
	747	1	0.004	359.667	359.667	818.57
	747	2	0.004	307.887	307.887	843.614
	748	1	0.004	356.918	356.918	816.587
	748	2	0.004	307.434	307.434	843.976
	749	1	0.004	353.428	353.428	814.603
	749	2	0.004	306.918	306.918	844.342
	750	1	0.004	349.132	349.132	812.62
	750	2	0.004	306.384	306.384	844.713
	751	1	0.004	343.994	343.994	810.637
	751	2	0.004	305.73	305.73	845.088
	752	1	0.004	339.352	339.352	808.919
	752	2	0.004	304.786	304.786	845.468
	753	1	0.004	339.849	339.849	809.187
	753	2	0.004	303.415	303.415	845.853
	754	1	0.004	339.78	339.78	809.461
	754	2	0.004	301.61	301.61	846.242
	755	1	0.004	333.937	333.937	807.759
	755	2	0.004	299.346	299.346	846.635
	756	1	0.004	333.384	333.384	808.044
	756	2	0.004	302.786	302.786	845.074
	757	1	0.004	326.503	326.503	806.354
	757	2	0.004	305.579	305.579	843.52
	758	1	0.004	319.006	319.006	804.67
	758	2	0.004	302.635	302.635	843.929
	759	1	0.004	304.535	304.535	801.017
	759	2	0.004	301.038	301.038	842.805
	760	1	0.004	297.66	297.66	799.04
	760	2	0.004	302.484	302.484	841.275
	761	1	0.004	290.176	290.176	797.371
	761	2	0.004	303.421	303.421	839.752
	762	1	0.004	283.377	283.377	795.396
	762	2	0.004	298.642	298.642	840.186
	763	1	0.004	276.642	276.642	793.42
	763	2	0.004	299.308	299.308	838.675
	764	1	0.004	270.038	270.038	791.445
	764	2	0.004	300.05	300.05	837.171
	765	1	0.004	263.786	263.786	789.469
	765	2	0.004	305.409	305.409	835.222
	766	1	0.004	257.925	257.925	787.494
	766	2	0.004	306.17	306.17	833.726
	767	1	0.004	252.491	252.491	785.519
	767	2	0.004	306.918	306.918	832.236
	768	1	0.004	247.56	247.56	783.544
	768	2	0.004	302.491	302.491	832.699
	769	1	0.004	243.151	243.151	781.569
	769	2	0.004	307.975	307.975	830.754
	770	1	0.004	239.101	239.101	779.594
	770	2	0.004	312.975	312.975	828.809
	771	1	0.004	235.465	235.465	777.62
	771	2	0.004	317.679	317.679	826.865
	772	1	0.004	232.352	232.352	775.645
	772	2	0.004	321.761	321.761	824.92
	773	1	0.004	229.937	229.937	773.671
	773	2	0.004	325.459	325.459	822.976
	774	1	0.004	228.39	228.39	771.697
	774	2	0.004	328.484	328.484	821.033
	775	1	0.004	227.786	227.786	769.723
	775	2	0.004	330.679	330.679	819.089
	776	1	0.004	231.145	231.145	768.074
	776	2	0.004	332.006	332.006	817.146
	777	1	0.004	235.679	235.679	766.432
	777	2	0.004	332.667	332.667	815.203
	778	1	0.004	237.503	237.503	764.46
	778	2	0.004	332.358	332.358	813.26
	779	1	0.004	243.686	243.686	762.826
	779	2	0.004	331.132	331.132	811.318
	780	1	0.004	246.792	246.792	760.855
	780	2	0.004	329.164	329.164	809.376
	781	1	0.004	250.151	250.151	758.884
	781	2	0.004	326.591	326.591	807.434
	782	1	0.004	256.893	256.893	757.259
	782	2	0.004	323.497	323.497	805.493
	783	1	0.004	260.258	260.258	755.29
	783	2	0.004	319.943	319.943	803.551
	784	1	0.004	263.541	263.541	753.32
	784	2	0.004	316.057	316.057	801.61
	785	1	0.004	266.83	266.83	751.351
	785	2	0.004	312.044	312.044	799.67
	786	1	0.004	271.365	271.365	749.737
	786	2	0.004	307.786	307.786	797.729
	787	1	0.004	272.629	272.629	750.096
	787	2	0.004	303.447	303.447	795.789
	788	1	0.004	273.868	273.868	750.46
	788	2	0.004	298.906	298.906	793.85
	789	1	0.004	274.88	274.88	750.83
	789	2	0.004	294.258	294.258	791.91
	790	1	0.004	275.579	275.579	751.205
	790	2	0.004	289.73	289.73	789.971
	791	1	0.004	275.962	275.962	751.585
	791	2	0.004	285.352	285.352	788.032
	792	1	0.004	276.145	276.145	751.97
	792	2	0.004	281.327	281.327	786.094
	793	1	0.004	276.006	276.006	752.36
	793	2	0.004	277.654	277.654	784.155
	794	1	0.004	275.774	275.774	752.755
	794	2	0.004	277.031	277.031	782.715
	795	1	0.004	275.585	275.585	753.156
	795	2	0.004	279.22	279.22	783.217
	796	1	0.004	275.648	275.648	753.561
	796	2	0.004	280.975	280.975	783.724
	797	1	0.003	275.975	275.975	753.972
	797	2	0.004	282.409	282.409	784.236
	798	1	0.003	276.748	276.748	754.388
	798	2	0.004	283.535	283.535	784.752
	799	1	0.003	278.038	278.038	754.808
	799	2	0.004	284.553	284.553	785.274
	800	1	0.003	279.616	279.616	755.234
	800	2	0.004	285.478	285.478	785.8
	801	1	0.003	281.541	281.541	755.665
	801	2	0.004	286.509	286.509	786.33
	802	1	0.003	283.692	283.692	756.101
	802	2	0.003	287.648	287.648	786.866
	803	1	0.003	286.113	286.113	756.542
	803	2	0.003	288.692	288.692	787.406
	804	1	0.003	288.327	288.327	756.988
	804	2	0.003	289.912	289.912	787.951
	805	1	0.003	290.572	290.572	757.439
	805	2	0.003	291.352	291.352	788.5
	806	1	0.003	292.755	292.755	757.895
	806	2	0.003	293.069	293.069	789.055
	807	1	0.003	294.811	294.811	758.356
	807	2	0.003	295.164	295.164	789.614
	808	1	0.003	296.654	296.654	758.822
	808	2	0.003	297.503	297.503	790.177
	809	1	0.003	298.434	298.434	759.293
	809	2	0.003	300.044	300.044	790.746
	810	1	0.003	300.044	300.044	759.769
	810	2	0.003	299.792	299.792	789.403
	811	1	0.003	301.535	301.535	760.25
	811	2	0.003	303.157	303.157	789.982
	812	1	0.003	303.031	303.031	760.735
	812	2	0.003	306.509	306.509	790.566
	813	1	0.003	304.484	304.484	761.226
	813	2	0.003	309.698	309.698	791.154
	814	1	0.003	305.818	305.818	761.722
	814	2	0.003	312.679	312.679	791.747
	815	1	0.003	307.195	307.195	762.223
	815	2	0.003	315.226	315.226	792.344
	816	1	0.003	308.623	308.623	762.728
	816	2	0.003	317.264	317.264	792.946
	817	1	0.003	310.132	310.132	763.239
	817	2	0.003	318.748	318.748	793.553
	818	1	0.003	311.692	311.692	763.754
	818	2	0.003	319.516	319.516	794.164
	819	1	0.003	313.572	313.572	764.274
	819	2	0.003	319.629	319.629	794.78
	820	1	0.003	315.717	315.717	764.799
	820	2	0.003	322.428	322.428	793.5
	821	1	0.003	318.208	318.208	765.329
	821	2	0.003	325.409	325.409	792.228
	822	1	0.003	321.031	321.031	765.864
	822	2	0.003	328.616	328.616	790.33
	823	1	0.003	324.157	324.157	766.404
	823	2	0.003	331.403	331.403	789.068
	824	1	0.003	327.585	327.585	766.949
	824	2	0.003	333.981	333.981	787.814
	825	1	0.003	331.113	331.113	767.498
	825	2	0.003	336.164	336.164	786.569
	826	1	0.003	334.566	334.566	768.052
	826	2	0.003	337.679	337.679	785.331
	827	1	0.003	337.975	337.975	768.611
	827	2	0.003	339.843	339.843	783.442
	828	1	0.003	341.157	341.157	769.175
	828	2	0.003	340.616	340.616	782.215
	829	1	0.003	343.912	343.912	769.743
	829	2	0.003	341.019	341.019	780.996
	830	1	0.003	346.088	346.088	770.317
	830	2	0.003	341	341	779.786
	831	1	0.003	346.686	346.686	772.809
	831	2	0.003	340.711	340.711	778.584
	832	1	0.003	344.063	344.063	775.304
	832	2	0.003	340.17	340.17	777.391
	833	1	0.003	333.774	333.774	779.713
	833	2	0.003	339.629	339.629	776.205
	834	1	0.003	295.585	295.585	790.446
	834	2	0.003	338.648	338.648	775.029
	835	1	0.003	290.428	290.428	791.034
	835	2	0.003	337.365	337.365	773.861
	836	1	0.003	291.503	291.503	789.719
	836	2	0.003	335.893	335.893	772.701
	837	1	0.003	286.094	286.094	790.318
	837	2	0.003	337.818	337.818	770.833
	838	1	0.003	287.239	287.239	789.016
	838	2	0.003	336.057	336.057	769.685
	839	1	0.003	281.899	281.899	789.626
	839	2	0.003	334.101	334.101	768.545
	840	1	0.003	283.101	283.101	788.339
	840	2	0.003	331.767	331.767	767.414
	841	1	0.003	277.654	277.654	788.959
	841	2	0.003	329.239	329.239	766.292
	842	1	0.003	278.824	278.824	787.686
	842	2	0.003	331.642	331.642	764.434
	843	1	0.003	280	280	786.42
	843	2	0.003	333.786	333.786	762.578
	844	1	0.003	280.937	280.937	785.163
	844	2	0.003	335.836	335.836	760.721
	845	1	0.003	287.704	287.704	783.269
	845	2	0.003	337.711	337.711	758.866
	846	1	0.003	288.403	288.403	782.022
	846	2	0.003	339.503	339.503	757.011
	847	1	0.003	288.597	288.597	780.783
	847	2	0.003	341.107	341.107	755.157
	848	1	0.003	295.358	295.358	778.894
	848	2	0.003	342.679	342.679	753.304
	849	1	0.003	295.107	295.107	777.666
	849	2	0.003	343.975	343.975	751.452
	850	1	0.003	294.692	294.692	776.446
	850	2	0.003	344.969	344.969	749.6
	851	1	0.003	293.761	293.761	775.234
	851	2	0.003	345.27	345.27	748.51
	852	1	0.003	292.686	292.686	774.031
	852	2	0.003	344.069	344.069	749.275
	853	1	0.003	298.465	298.465	772.151
	853	2	0.003	341.818	341.818	750.045
	854	1	0.003	296.912	296.912	770.959
	854	2	0.003	338.849	338.849	750.82
	855	1	0.003	295.296	295.296	769.775
	855	2	0.003	335.214	335.214	751.599
	856	1	0.003	293.723	293.723	768.6
	856	2	0.003	330.994	330.994	752.382
	857	1	0.003	292.403	292.403	767.433
	857	2	0.003	326.17	326.17	753.17
	858	1	0.003	291.308	291.308	766.276
	858	2	0.003	320.874	320.874	753.963
	859	1	0.003	290.604	290.604	765.126
	859	2	0.003	319.239	319.239	752.927
	860	1	0.003	290.063	290.063	763.986
	860	2	0.003	323.415	323.415	751.094
	861	1	0.003	289.686	289.686	762.854
	861	2	0.003	321.83	321.83	750.071
	862	1	0.003	289.692	289.692	761.731
	862	2	0.003	319.987	319.987	749.056
	863	1	0.003	295.893	295.893	759.874
	863	2	0.003	318.019	318.019	748.051
	864	1	0.003	296.409	296.409	758.762
	864	2	0.003	311.12	311.12	748.875
	865	1	0.003	296.956	296.956	757.66
	865	2	0.003	308.73	308.73	747.886
	866	1	0.003	297.742	297.742	756.566
	866	2	0.003	313.648	313.648	746.068
	867	1	0.003	298.679	298.679	755.482
	867	2	0.003	311.377	311.377	745.091
	868	1	0.003	299.459	299.459	754.406
	868	2	0.003	308.962	308.962	744.123
	869	1	0.003	300.038	300.038	753.34
	869	2	0.003	306.535	306.535	743.165
	870	1	0.003	307.604	307.604	751.498
	870	2	0.003	303.956	303.956	742.216
	871	1	0.003	308.39	308.39	750.444
	871	2	0.003	301.296	301.296	741.277
	872	1	0.003	309.094	309.094	749.398
	872	2	0.003	298.686	298.686	740.348
	873	1	0.003	309.673	309.673	748.362
	873	2	0.003	295.774	295.774	739.428
	874	1	0.003	309.855	309.855	747.336
	874	2	0.003	292.723	292.723	738.518
	875	1	0.003	318.245	318.245	745.506
	875	2	0.003	289.736	289.736	737.617
	876	1	0.003	318.101	318.101	744.492
	876	2	0.003	286.711	286.711	736.727
	877	1	0.003	317.686	317.686	743.486
	877	2	0.003	283.503	283.503	735.846
	878	1	0.003	316.761	316.761	742.49
	878	2	0.003	280.151	280.151	734.975
	879	1	0.003	325.157	325.157	740.671
	879	2	0.003	276.717	276.717	734.114
	880	1	0.003	323.981	323.981	739.687
	880	2	0.003	273.27	273.27	733.262
	881	1	0.003	322.61	322.61	738.713
	881	2	0.003	277.723	277.723	731.49
	882	1	0.003	320.868	320.868	737.749
	882	2	0.003	274.239	274.239	730.653
	883	1	0.003	311.157	311.157	738.602
	883	2	0.003	278.616	278.616	728.885
	884	1	0.003	309.56	309.56	737.653
	884	2	0.003	282.849	282.849	727.119
	885	1	0.003	317.541	317.541	735.849
	885	2	0.003	278.818	278.818	726.298
	886	1	0.003	315.786	315.786	734.914
	886	2	0.003	282.799	282.799	724.537
	887	1	0.003	313.943	313.943	733.988
	887	2	0.003	278.635	278.635	723.729
	888	1	0.003	311.937	311.937	733.072
	888	2	0.003	282.327	282.327	721.973
	889	1	0.003	309.956	309.956	732.165
	889	2	0.003	286.113	286.113	720.218
	890	1	0.003	308.063	308.063	731.269
	890	2	0.002	281.428	281.428	719.428
	891	1	0.003	306.038	306.038	730.383
	891	2	0.002	284.969	284.969	717.677
	892	1	0.003	304.038	304.038	729.506
	892	2	0.002	280.057	280.057	716.901
	893	1	0.003	302.013	302.013	728.639
	893	2	0.002	283.428	283.428	715.156
	894	1	0.003	299.855	299.855	727.782
	894	2	0.002	286.849	286.849	713.412
	895	1	0.003	297.717	297.717	726.935
	895	2	0.002	281.799	281.799	712.654
	896	1	0.003	295.358	295.358	726.099
	896	2	0.002	285.101	285.101	710.915
	897	1	0.003	292.843	292.843	725.272
	897	2	0.002	279.918	279.918	710.171
	898	1	0.003	290.075	290.075	724.455
	898	2	0.002	283.006	283.006	708.437
	899	1	0.003	287.101	287.101	723.649
	899	2	0.002	286.013	286.013	706.705
	900	1	0.003	292.12	292.12	721.893
	900	2	0.002	280.428	280.428	705.979
	901	1	0.003	296.906	296.906	720.137
	901	2	0.002	283.308	283.308	704.252
	902	1	0.003	301.566	301.566	718.384
	902	2	0.002	286.176	286.176	702.527
	903	1	0.003	306.069	306.069	716.631
	903	2	0.002	288.874	288.874	700.802
	904	1	0.003	310.478	310.478	714.88
	904	2	0.002	283.069	283.069	700.099
	905	1	0.003	314.786	314.786	713.13
	905	2	0.002	285.78	285.78	698.381
	906	1	0.003	318.962	318.962	711.382
	906	2	0.002	288.346	288.346	696.663
	907	1	0.003	323.138	323.138	709.634
	907	2	0.002	290.824	290.824	694.948
	908	1	0.003	317.39	317.39	708.867
	908	2	0.002	293.27	293.27	693.234
	909	1	0.003	321.289	321.289	707.125
	909	2	0.002	286.723	286.723	692.557
	910	1	0.003	315.195	315.195	706.373
	910	2	0.002	288.918	288.918	690.849
	911	1	0.003	318.736	318.736	704.636
	911	2	0.002	290.981	290.981	689.142
	912	1	0.003	322.258	322.258	702.9
	912	2	0.002	293.006	293.006	687.437
	913	1	0.003	315.78	315.78	702.166
	913	2	0.002	294.994	294.994	685.733
	914	1	0.003	319.088	319.088	700.436
	914	2	0.002	296.906	296.906	684.031
	915	1	0.003	312.667	312.667	699.716
	915	2	0.002	298.698	298.698	682.33
	916	1	0.003	315.893	315.893	697.991
	916	2	0.002	310.899	310.899	677.877
	917	1	0.003	309.377	309.377	697.286
	917	2	0.002	312.478	312.478	676.179
	918	1	0.003	312.403	312.403	695.566
	918	2	0.002	313.969	313.969	674.482
	919	1	0.003	305.723	305.723	694.876
	919	2	0.002	315.472	315.472	672.787
	920	1	0.003	308.686	308.686	693.162
	920	2	0.002	317.019	317.019	671.094
	921	1	0.003	311.711	311.711	691.45
	921	2	0.002	318.535	318.535	669.402
	922	1	0.003	304.673	304.673	690.779
	922	2	0.002	320	320	667.713
	923	1	0.003	307.44	307.44	689.072
	923	2	0.002	321.384	321.384	666.024
	924	1	0.003	300.409	300.409	688.416
	924	2	0.002	322.767	322.767	664.338
	925	1	0.003	302.874	302.874	686.715
	925	2	0.002	324.126	324.126	662.653
	926	1	0.003	295.862	295.862	686.074
	926	2	0.002	325.566	325.566	660.971
	927	1	0.003	298.44	298.44	684.379
	927	2	0.002	364.711	364.711	627.484
	928	1	0.003	301.038	301.038	682.686
	928	2	0.002	361.365	361.365	628.728
	929	1	0.003	303.535	303.535	680.994
	929	2	0.002	364.333	364.333	628.415
	930	1	0.003	306.101	306.101	679.304
	930	2	0.002	367.138	367.138	628.115
	931	1	0.003	299.214	299.214	678.692
	931	2	0.002	369.906	369.906	627.827
	932	1	0.003	301.78	301.78	677.008
	932	2	0.002	372.384	372.384	627.552
	933	1	0.003	295.289	295.289	676.411
	933	2	0.002	374.572	374.572	627.29
	934	1	0.003	297.849	297.849	674.733
	934	2	0.002	376.497	376.497	627.04
	935	1	0.003	300.421	300.421	673.057
	935	2	0.002	385.377	385.377	625.511
	936	1	0.003	302.981	302.981	671.383
	936	2	0.002	387.415	387.415	625.28
	937	1	0.003	305.56	305.56	669.711
	937	2	0.002	389.176	389.176	625.061
	938	1	0.003	299.616	299.616	669.143
	938	2	0.002	390.27	390.27	624.856
	939	1	0.003	302.39	302.39	667.477
	939	2	0.002	390.868	390.868	624.663
	940	1	0.003	305.233	305.233	665.813
	940	2	0.002	400.459	400.459	623.16
	941	1	0.003	308.031	308.031	664.151
	941	2	0.002	400.748	400.748	622.986
	942	1	0.003	310.975	310.975	662.49
	942	2	0.002	400.491	400.491	622.824
	943	1	0.003	313.855	313.855	660.831
	943	2	0.002	399.597	399.597	622.675
	944	1	0.003	316.925	316.925	659.175
	944	2	0.002	388.516	388.516	624.019
	945	1	0.003	311.755	311.755	639.327
	945	2	0.002	397.736	397.736	622.54
	946	1	0.003	317.597	317.597	637.777
	946	2	0.002	395.283	395.283	622.417
	947	1	0.003	311.22	311.22	639.045
	947	2	0.002	391.912	391.912	622.307
	948	1	0.003	317.189	317.189	637.502
	948	2	0.002	387.95	387.95	622.209
	949	1	0.003	316.774	316.774	637.238
	949	2	0.002	383.05	383.05	622.125
	950	1	0.003	316.17	316.17	636.987
	950	2	0.002	377.447	377.447	622.053
	951	1	0.003	315.384	315.384	636.748
	951	2	0.002	371.006	371.006	621.994
	952	1	0.003	307.824	307.824	638.044
	952	2	0.002	379.66	379.66	620.556
	953	1	0.003	314.277	314.277	636.522
	953	2	0.002	372.396	372.396	620.516
	954	1	0.003	312.73	312.73	636.309
	954	2	0.002	380.736	380.736	619.087
	955	1	0.003	311	311	636.108
	955	2	0.002	388.849	388.849	617.661
	956	1	0.003	317.541	317.541	634.601
	956	2	0.002	396.723	396.723	616.238
	957	1	0.003	315.491	315.491	634.418
	957	2	0.002	404.101	404.101	614.819
	958	1	0.003	322.403	322.403	632.92
	958	2	0.002	411.277	411.277	613.403
	959	1	0.003	320.226	320.226	632.756
	959	2	0.002	418	418	611.99
	960	1	0.003	327.642	327.642	631.266
	960	2	0.002	409.61	409.61	612.002
	961	1	0.003	325.17	325.17	631.12
	961	2	0.002	415.962	415.962	610.599
	962	1	0.003	333.013	333.013	629.64
	962	2	0.002	421.912	421.912	609.199
	963	1	0.003	330.12	330.12	629.513
	963	2	0.002	427.516	427.516	607.802
	964	1	0.003	338.642	338.642	628.041
	964	2	0.002	418.465	418.465	607.847
	965	1	0.003	335.321	335.321	627.933
	965	2	0.002	423.579	423.579	606.461
