	TrackID: 	01
	ArbritaryUnit	Time	Deformation	Intensity	IntensitySec	Distance-Deformation
	1891	1	0.004	102.314	102.314	807.902
	1891	2	0.003	127.296	127.296	819.015
	1892	1	0.004	103.314	103.314	808.212
	1892	2	0.003	125.786	125.786	819.507
	1893	1	0.004	104.472	104.472	808.526
	1893	2	0.003	124.447	124.447	821.94
	1894	1	0.004	105.824	105.824	808.846
	1894	2	0.003	153.308	153.308	839.943
	1895	1	0.004	107.27	107.27	809.171
	1895	2	0.003	154.484	154.484	840.456
	1896	1	0.004	108.836	108.836	809.5
	1896	2	0.003	148.597	148.597	839.042
	1897	1	0.004	110.572	110.572	809.834
	1897	2	0.003	149.975	149.975	839.565
	1898	1	0.004	112.371	112.371	810.173
	1898	2	0.003	143.943	143.943	838.164
	1899	1	0.004	114.277	114.277	810.517
	1899	2	0.003	145.623	145.623	838.697
	1900	1	0.004	116.39	116.39	810.865
	1900	2	0.003	139.365	139.365	837.308
	1901	1	0.004	118.484	118.484	811.218
	1901	2	0.003	132.931	132.931	835.927
	1902	1	0.004	120.799	120.799	811.576
	1902	2	0.003	134.786	134.786	836.476
	1903	1	0.004	123.327	123.327	811.939
	1903	2	0.003	128.233	128.233	835.108
	1904	1	0.004	126.044	126.044	812.307
	1904	2	0.003	130.101	130.101	835.667
	1905	1	0.004	128.792	128.792	812.679
	1905	2	0.003	123.553	123.553	834.312
	1906	1	0.004	131.66	131.66	813.056
	1906	2	0.003	125.585	125.585	834.88
	1907	1	0.004	134.585	134.585	813.438
	1907	2	0.003	118.836	118.836	833.538
	1908	1	0.004	137.459	137.459	813.824
	1908	2	0.003	120.698	120.698	834.117
	1909	1	0.004	140.226	140.226	814.216
	1909	2	0.003	113.774	113.774	832.789
	1910	1	0.004	142.786	142.786	814.612
	1910	2	0.003	115.346	115.346	833.378
	1911	1	0.004	144.918	144.918	815.012
	1911	2	0.003	108.157	108.157	832.062
	1912	1	0.004	146.73	146.73	815.418
	1912	2	0.003	101.075	101.075	830.754
	1913	1	0.004	148.075	148.075	815.828
	1913	2	0.003	94.415	94.415	829.454
	1914	1	0.004	149.22	149.22	816.243
	1914	2	0.003	95.472	95.472	830.065
	1915	1	0.004	149.987	149.987	816.662
	1915	2	0.003	89.069	89.069	828.778
	1916	1	0.004	150.44	150.44	817.087
	1916	2	0.003	83.233	83.233	827.499
	1917	1	0.004	150.553	150.553	817.515
	1917	2	0.003	84.459	84.459	828.125
	1918	1	0.004	150.296	150.296	817.949
	1918	2	0.003	79.258	79.258	826.859
	1919	1	0.004	149.742	149.742	818.387
	1919	2	0.003	81.05	81.05	827.496
	1920	1	0.004	145.56	145.56	820.78
	1920	2	0.003	76.421	76.421	826.244
	1921	1	0.004	160.969	160.969	851.808
	1921	2	0.003	78.805	78.805	826.891
	1922	1	0.004	162.013	162.013	852.257
	1922	2	0.003	74.862	74.862	825.652
	1923	1	0.004	163.119	163.119	852.711
	1923	2	0.003	71.736	71.736	824.422
	1924	1	0.004	164.327	164.327	853.168
	1924	2	0.003	69.151	69.151	823.199
	1925	1	0.004	165.686	165.686	853.631
	1925	2	0.003	72.321	72.321	823.868
	1926	1	0.004	167.013	167.013	854.097
	1926	2	0.003	70.321	70.321	822.658
	1927	1	0.003	168.409	168.409	854.568
	1927	2	0.003	68.667	68.667	821.457
	1928	1	0.003	160.472	160.472	853.102
	1928	2	0.003	64.56	64.56	819.578
	1929	1	0.003	161.874	161.874	853.583
	1929	2	0.003	63.635	63.635	818.387
	1930	1	0.003	153.748	153.748	852.129
	1930	2	0.003	61.069	61.069	816.51
	1931	1	0.003	155.063	155.063	852.62
	1931	2	0.003	59.698	59.698	814.633
	1932	1	0.003	146.629	146.629	851.179
	1932	2	0.003	59.384	59.384	812.758
	1933	1	0.003	147.761	147.761	851.679
	1933	2	0.003	59.987	59.987	810.883
	1934	1	0.003	139.094	139.094	850.25
	1934	2	0.003	61.472	61.472	809.008
	1935	1	0.003	140.226	140.226	850.761
	1935	2	0.003	63.616	63.616	807.134
	1936	1	0.003	131.415	131.415	849.345
	1936	2	0.003	66.308	66.308	805.261
	1937	1	0.003	122.66	122.66	847.935
	1937	2	0.003	69.447	69.447	803.388
	1938	1	0.003	123.686	123.686	848.462
	1938	2	0.003	72.73	72.73	801.516
	1939	1	0.003	115.044	115.044	847.065
	1939	2	0.003	76.277	76.277	799.645
	1940	1	0.003	116.189	116.189	847.602
	1940	2	0.003	80.013	80.013	797.774
	1941	1	0.003	107.679	107.679	846.218
	1941	2	0.003	84.013	84.013	795.904
	1942	1	0.003	109.145	109.145	846.764
	1942	2	0.003	88.377	88.377	794.034
	1943	1	0.003	101.145	101.145	845.393
	1943	2	0.003	86.874	86.874	792.88
	1944	1	0.003	103.113	103.113	845.949
	1944	2	0.003	85.522	85.522	791.735
	1945	1	0.003	95.811	95.811	844.591
	1945	2	0.003	79.692	79.692	792.461
	1946	1	0.003	98.384	98.384	845.157
	1946	2	0.003	78.553	78.553	791.33
	1947	1	0.003	91.881	91.881	843.812
	1947	2	0.003	77.868	77.868	790.208
	1948	1	0.003	86.057	86.057	842.474
	1948	2	0.003	73.447	73.447	790.95
	1949	1	0.003	80.862	80.862	841.144
	1949	2	0.003	73.723	73.723	789.842
	1950	1	0.003	83.83	83.83	841.731
	1950	2	0.003	70.541	70.541	790.595
	1951	1	0.003	79.208	79.208	840.414
	1951	2	0.003	71.629	71.629	789.502
	1952	1	0.003	74.987	74.987	839.104
	1952	2	0.003	69.377	69.377	790.265
	1953	1	0.003	77.83	77.83	839.707
	1953	2	0.003	70.912	70.912	789.187
	1954	1	0.003	73.811	73.811	838.411
	1954	2	0.003	72.491	72.491	788.118
	1955	1	0.003	76.572	76.572	839.024
	1955	2	0.003	70.692	70.692	788.898
	1956	1	0.003	72.616	72.616	837.741
	1956	2	0.003	72.346	72.346	787.843
	1957	1	0.003	75.371	75.371	838.364
	1957	2	0.003	70.73	70.73	788.633
	1958	1	0.003	71.403	71.403	837.094
	1958	2	0.003	72.094	72.094	787.593
	1959	1	0.003	67.623	67.623	835.831
	1959	2	0.003	72.943	72.943	786.562
	1960	1	0.003	64.119	64.119	834.576
	1960	2	0.003	73.239	73.239	785.54
	1961	1	0.003	66.233	66.233	835.221
	1961	2	0.003	73.05	73.05	784.527
	1962	1	0.003	62.566	62.566	833.98
	1962	2	0.003	72.673	72.673	783.523
	1963	1	0.003	59.107	59.107	832.746
	1963	2	0.003	69.553	69.553	784.348
	1964	1	0.003	54.629	54.629	830.858
	1964	2	0.003	69.214	69.214	783.358
	1965	1	0.003	51.333	51.333	828.971
	1965	2	0.003	66.346	66.346	784.194
	1966	1	0.003	49.119	49.119	827.083
	1966	2	0.003	66.698	66.698	783.22
	1967	1	0.003	47.969	47.969	825.197
	1967	2	0.003	64.101	64.101	784.065
	1968	1	0.003	47.786	47.786	823.311
	1968	2	0.003	61.73	61.73	784.915
	1969	1	0.003	48.497	48.497	821.425
	1969	2	0.003	63.126	63.126	783.963
	1970	1	0.003	49.975	49.975	819.54
	1970	2	0.003	61.031	61.031	784.823
	1971	1	0.003	52.132	52.132	817.656
	1971	2	0.003	59.019	59.019	785.687
	1972	1	0.003	54.912	54.912	815.772
	1972	2	0.004	57.038	57.038	786.556
	1973	1	0.003	58.327	58.327	813.889
	1973	2	0.004	55.101	55.101	787.428
	1974	1	0.003	62.377	62.377	812.006
	1974	2	0.004	56.201	56.201	786.509
	1975	1	0.003	66.679	66.679	810.124
	1975	2	0.004	57.314	57.314	785.599
	1976	1	0.003	71.082	71.082	808.242
	1976	2	0.004	61.667	61.667	783.807
	1977	1	0.003	70.403	70.403	807.044
	1977	2	0.004	62.761	62.761	782.909
	1978	1	0.003	74.566	74.566	805.165
	1978	2	0.004	67.899	67.899	781.121
	1979	1	0.003	73.535	73.535	803.976
	1979	2	0.004	68.415	68.415	780.235
	1980	1	0.003	77.176	77.176	802.1
	1980	2	0.004	67.95	67.95	779.359
	1981	1	0.003	75.736	75.736	800.922
	1981	2	0.004	66.597	66.597	778.492
	1982	1	0.003	78.585	78.585	799.049
	1982	2	0.004	64.491	64.491	777.634
	1983	1	0.003	80.962	80.962	797.177
	1983	2	0.004	61.899	61.899	776.785
	1984	1	0.003	82.937	82.937	795.305
	1984	2	0.004	59.019	59.019	775.946
	1985	1	0.003	84.566	84.566	793.433
	1985	2	0.004	56.151	56.151	775.117
	1986	1	0.003	85.862	85.862	791.562
	1986	2	0.004	53.415	53.415	774.296
	1987	1	0.003	86.899	86.899	789.692
	1987	2	0.004	55.44	55.44	772.535
	1988	1	0.003	87.679	87.679	787.823
	1988	2	0.004	57.302	57.302	770.775
	1989	1	0.003	88.195	88.195	785.954
	1989	2	0.004	58.975	58.975	769.016
	1990	1	0.004	88.447	88.447	784.086
	1990	2	0.004	60.491	60.491	767.258
	1991	1	0.004	85.082	85.082	782.937
	1991	2	0.004	61.906	61.906	765.501
	1992	1	0.004	82.063	82.063	783.66
	1992	2	0.004	63.314	63.314	763.746
	1993	1	0.004	79.66	79.66	784.388
	1993	2	0.004	64.686	64.686	761.992
	1994	1	0.004	77.925	77.925	785.12
	1994	2	0.004	66.132	66.132	760.239
	1995	1	0.004	76.78	76.78	785.856
	1995	2	0.004	67.673	67.673	758.487
	1996	1	0.004	76.145	76.145	786.597
	1996	2	0.004	69.352	69.352	756.736
	1997	1	0.004	75.881	75.881	787.343
	1997	2	0.004	71.189	71.189	754.987
	1998	1	0.004	75.95	75.95	788.092
	1998	2	0.004	73.189	73.189	753.239
	1999	1	0.004	76.258	76.258	788.846
	1999	2	0.004	75.377	75.377	751.492
	2000	1	0.004	76.836	76.836	789.605
	2000	2	0.004	77.616	77.616	749.747
	2001	1	0.004	77.597	77.597	790.367
	2001	2	0.004	74.572	74.572	748.984
	2002	1	0.004	78.528	78.528	791.134
	2002	2	0.004	76.667	76.667	747.243
	2003	1	0.004	79.654	79.654	791.906
	2003	2	0.004	73.195	73.195	746.494
	2004	1	0.004	80.83	80.83	792.681
	2004	2	0.004	69.39	69.39	745.755
	2005	1	0.004	82.031	82.031	793.461
	2005	2	0.004	71.107	71.107	744.023
	2006	1	0.004	83.031	83.031	794.245
	2006	2	0.004	66.635	66.635	743.298
	2007	1	0.004	83.818	83.818	795.034
	2007	2	0.004	67.918	67.918	741.571
	2008	1	0.004	84.208	84.208	795.826
	2008	2	0.004	69.006	69.006	739.845
	2009	1	0.004	84.195	84.195	796.623
	2009	2	0.004	63.465	63.465	739.137
	2010	1	0.004	83.73	83.73	797.424
	2010	2	0.004	64.176	64.176	737.417
	2011	1	0.004	82.862	82.862	798.23
	2011	2	0.004	64.667	64.667	735.698
	2012	1	0.004	81.497	81.497	799.039
	2012	2	0.004	65.019	65.019	733.98
	2013	1	0.004	79.73	79.73	799.853
	2013	2	0.004	65.233	65.233	732.264
	2014	1	0.004	77.585	77.585	800.671
	2014	2	0.004	65.453	65.453	730.549
	2015	1	0.004	75.107	75.107	801.493
	2015	2	0.004	65.553	65.553	728.835
	2016	1	0.004	72.264	72.264	802.319
	2016	2	0.004	65.679	65.679	727.123
	2017	1	0.004	69.145	69.145	803.149
	2017	2	0.004	65.899	65.899	725.413
	2018	1	0.004	69.918	69.918	802.168
	2018	2	0.004	66.264	66.264	723.704
	2019	1	0.004	70.547	70.547	801.194
	2019	2	0.004	66.748	66.748	721.997
	2020	1	0.004	75.27	75.27	799.382
	2020	2	0.004	67.333	67.333	720.291
	2021	1	0.004	76.025	76.025	798.421
	2021	2	0.004	68.17	68.17	718.586
	2022	1	0.004	81.226	81.226	796.612
	2022	2	0.004	64.597	64.597	717.935
	2023	1	0.004	81.597	81.597	795.662
	2023	2	0.004	60.497	60.497	718.992
	2024	1	0.004	86.314	86.314	792.919
	2024	2	0.004	53.792	53.792	721.116
	2025	1	0.004	91.384	91.384	791.118
	2025	2	0.004	51.113	51.113	722.184
	2026	1	0.004	89.434	89.434	790.192
	2026	2	0.004	48.748	48.748	723.256
	2027	1	0.004	86.56	86.56	789.275
	2027	2	0.004	46.56	46.56	724.332
	2028	1	0.004	83.182	83.182	788.367
	2028	2	0.004	44.491	44.491	725.412
	2029	1	0.004	79.371	79.371	787.469
	2029	2	0.004	42.547	42.547	726.496
	2030	1	0.004	75.277	75.277	786.579
	2030	2	0.004	40.711	40.711	727.583
	2031	1	0.004	78.151	78.151	784.794
	2031	2	0.004	38.874	38.874	728.675
	2032	1	0.004	80.774	80.774	783.01
	2032	2	0.004	37.195	37.195	729.77
	2033	1	0.004	83.132	83.132	781.227
	2033	2	0.004	35.736	35.736	730.87
	2034	1	0.004	85.226	85.226	779.445
	2034	2	0.004	34.472	34.472	731.973
	2035	1	0.004	87.27	87.27	777.664
	2035	2	0.004	33.547	33.547	733.079
	2036	1	0.004	82.415	82.415	776.799
	2036	2	0.004	32.925	32.925	734.19
	2037	1	0.004	84.755	84.755	775.022
	2037	2	0.004	32.755	32.755	735.304
	2038	1	0.004	80.673	80.673	774.17
	2038	2	0.004	32.975	32.975	736.423
	2039	1	0.004	83.686	83.686	772.398
	2039	2	0.004	33.723	33.723	737.544
	2040	1	0.004	80.34	80.34	771.558
	2040	2	0.004	35.019	35.019	738.67
	2041	1	0.004	77.182	77.182	770.728
	2041	2	0.004	36.868	36.868	739.799
	2042	1	0.004	73.981	73.981	769.908
	2042	2	0.004	39.459	39.459	740.932
	2043	1	0.004	70.692	70.692	769.097
	2043	2	0.004	41.176	41.176	740.425
	2044	1	0.004	74.101	74.101	767.339
	2044	2	0.004	40.069	40.069	738.784
	2045	1	0.004	70.201	70.201	766.541
	2045	2	0.004	41.333	41.333	738.292
	2046	1	0.004	65.774	65.774	765.752
	2046	2	0.004	40.27	40.27	736.656
	2047	1	0.004	68.107	68.107	764.002
	2047	2	0.003	40.981	40.981	736.179
	2048	1	0.004	70.145	70.145	762.253
	2048	2	0.003	41.509	41.509	735.712
	2049	1	0.004	64.792	64.792	761.482
	2049	2	0.003	41.874	41.874	735.256
	2050	1	0.004	66.094	66.094	759.737
	2050	2	0.003	40.094	40.094	733.635
	2051	1	0.004	67.006	67.006	757.995
	2051	2	0.003	38.61	38.61	732.017
	2052	1	0.004	67.667	67.667	756.253
	2052	2	0.003	38.107	38.107	731.58
	2053	1	0.004	68.107	68.107	754.513
	2053	2	0.003	36.535	36.535	729.968
	2054	1	0.004	68.428	68.428	752.774
	2054	2	0.003	36.132	36.132	729.546
	2055	1	0.004	68.635	68.635	751.036
	2055	2	0.003	36.233	36.233	729.136
	2056	1	0.004	68.849	68.849	749.3
	2056	2	0.003	36.906	36.906	728.736
	2057	1	0.004	69.088	69.088	747.565
	2057	2	0.003	35.239	35.239	727.139
	2058	1	0.004	69.478	69.478	745.831
	2058	2	0.003	34.208	34.208	725.545
	2059	1	0.004	70.082	70.082	744.099
	2059	2	0.003	35.314	35.314	725.165
	2060	1	0.004	70.937	70.937	742.367
	2060	2	0.003	34.767	34.767	723.577
	2061	1	0.004	72.006	72.006	740.638
	2061	2	0.003	36.302	36.302	723.213
	2062	1	0.004	73.415	73.415	738.909
	2062	2	0.003	36.031	36.031	721.632
	2063	1	0.004	75.025	75.025	737.182
	2063	2	0.003	37.579	37.579	721.283
	2064	1	0.004	76.874	76.874	735.457
	2064	2	0.003	37.352	37.352	719.709
	2065	1	0.004	78.711	78.711	733.733
	2065	2	0.003	37.428	37.428	718.137
	2066	1	0.004	80.648	80.648	732.01
	2066	2	0.003	38.352	38.352	717.809
	2067	1	0.004	82.579	82.579	730.289
	2067	2	0.003	38.025	38.025	716.244
	2068	1	0.004	84.472	84.472	728.569
	2068	2	0.003	37.692	37.692	714.681
	2069	1	0.004	86.39	86.39	726.85
	2069	2	0.003	37.39	37.39	713.12
	2070	1	0.004	88.409	88.409	725.133
	2070	2	0.003	37.006	37.006	712.818
	2071	1	0.004	90.553	90.553	723.417
	2071	2	0.003	36.145	36.145	711.264
	2072	1	0.004	93.075	93.075	721.703
	2072	2	0.003	35.73	35.73	710.978
	2073	1	0.004	95.918	95.918	719.991
	2073	2	0.003	34.522	34.522	709.432
	2074	1	0.004	99.094	99.094	718.279
	2074	2	0.003	34.289	34.289	709.162
	2075	1	0.004	102.579	102.579	716.57
	2075	2	0.003	32.95	32.95	707.623
	2076	1	0.004	106.05	106.05	714.861
	2076	2	0.003	33.239	33.239	707.369
	2077	1	0.004	109.365	109.365	713.155
	2077	2	0.003	31.818	31.818	705.838
	2078	1	0.004	112.396	112.396	711.45
	2078	2	0.003	30.717	30.717	704.308
	2079	1	0.004	114.893	114.893	709.746
	2079	2	0.003	29.962	29.962	702.782
	2080	1	0.004	116.83	116.83	708.044
	2080	2	0.003	29.597	29.597	701.257
	2081	1	0.004	112.887	112.887	707.4
	2081	2	0.003	29.629	29.629	701.035
	2082	1	0.004	108.025	108.025	708.46
	2082	2	0.003	31.063	31.063	702.339
	2083	1	0.004	103.78	103.78	709.524
	2083	2	0.003	30.252	30.252	700.825
	2084	1	0.004	100.17	100.17	710.592
	2084	2	0.003	29.679	29.679	699.313
	2085	1	0.004	98.887	98.887	709.978
	2085	2	0.003	29.403	29.403	697.804
	2086	1	0.004	96.629	96.629	711.057
	2086	2	0.003	29.409	29.409	696.298
	2087	1	0.004	96.987	96.987	710.46
	2087	2	0.003	29.44	29.44	696.115
	2088	1	0.004	95.654	95.654	711.55
	2088	2	0.003	30.83	30.83	697.439
	2089	1	0.004	94.528	94.528	712.643
	2089	2	0.003	30.132	30.132	695.943
	2090	1	0.004	93.591	93.591	713.74
	2090	2	0.003	31.811	31.811	695.783
	2091	1	0.004	95.956	95.956	713.174
	2091	2	0.003	31.308	31.308	694.295
	2092	1	0.004	95.912	95.912	714.281
	2092	2	0.003	31.195	31.195	692.809
	2093	1	0.003	96.226	96.226	715.393
	2093	2	0.003	33.774	33.774	692.671
	2094	1	0.003	96.881	96.881	716.508
	2094	2	0.003	34.082	34.082	691.194
	2095	1	0.003	97.799	97.799	717.627
	2095	2	0.003	37.969	37.969	691.073
	2096	1	0.003	98.755	98.755	718.75
	2096	2	0.003	38.629	38.629	689.604
	2097	1	0.003	99.56	99.56	719.877
	2097	2	0.003	43.428	43.428	689.501
	2098	1	0.003	99.987	99.987	721.008
	2098	2	0.003	44.17	44.17	688.04
	2099	1	0.003	104.428	104.428	720.497
	2099	2	0.003	44.95	44.95	686.581
	2100	1	0.003	103.553	103.553	721.638
	2100	2	0.003	45.686	45.686	685.126
	2101	1	0.003	101.566	101.566	722.782
	2101	2	0.003	46.327	46.327	683.673
	2102	1	0.003	98.396	98.396	723.93
	2102	2	0.003	46.906	46.906	682.223
	2103	1	0.003	94.088	94.088	725.082
	2103	2	0.003	47.459	47.459	680.776
	2104	1	0.003	88.799	88.799	726.238
	2104	2	0.003	48.038	48.038	679.332
	2105	1	0.003	87.616	87.616	725.769
	2105	2	0.003	48.61	48.61	677.89
	2106	1	0.003	81.195	81.195	726.935
	2106	2	0.003	49.208	49.208	676.452
	2107	1	0.003	74.774	74.774	728.104
	2107	2	0.003	49.868	49.868	675.016
	2108	1	0.003	68.635	68.635	729.276
	2108	2	0.003	50.585	50.585	673.583
	2109	1	0.003	62.962	62.962	730.453
	2109	2	0.003	52.396	52.396	673.554
	2110	1	0.003	57.836	57.836	731.632
	2110	2	0.003	54.472	54.472	674.958
	2111	1	0.003	53.591	53.591	732.816
	2111	2	0.003	57.604	57.604	676.365
	2112	1	0.003	55.969	55.969	731.206
	2112	2	0.003	62.025	62.025	677.776
	2113	1	0.003	53.937	53.937	730.79
	2113	2	0.003	61.201	61.201	676.36
	2114	1	0.003	55.711	55.711	729.186
	2114	2	0.003	65.541	65.541	676.367
	2115	1	0.003	53.239	53.239	728.786
	2115	2	0.003	64.635	64.635	674.961
	2116	1	0.003	54.365	54.365	727.189
	2116	2	0.003	69.849	69.849	674.985
	2117	1	0.003	55.34	55.34	725.594
	2117	2	0.003	69.019	69.019	673.588
	2118	1	0.003	52.403	52.403	725.213
	2118	2	0.003	68.497	68.497	672.193
	2119	1	0.003	52.975	52.975	723.625
	2119	2	0.003	74.597	74.597	672.242
	2120	1	0.003	53.579	53.579	722.039
	2120	2	0.003	74.327	74.327	670.857
	2121	1	0.003	54.201	54.201	720.454
	2121	2	0.003	74.289	74.289	669.474
	2122	1	0.003	51.233	51.233	720.099
	2122	2	0.003	74.453	74.453	668.096
	2123	1	0.003	51.874	51.874	718.522
	2123	2	0.003	74.969	74.969	666.72
	2124	1	0.003	49.333	49.333	718.182
	2124	2	0.003	75.692	75.692	665.347
	2125	1	0.003	49.987	49.987	716.611
	2125	2	0.003	76.623	76.623	663.978
	2126	1	0.003	47.95	47.95	716.288
	2126	2	0.003	81.723	81.723	664.075
	2127	1	0.003	49.088	49.088	714.724
	2127	2	0.003	86.698	86.698	664.184
	2128	1	0.003	47.943	47.943	714.416
	2128	2	0.003	91.635	91.635	664.305
	2129	1	0.003	49.654	49.654	712.86
	2129	2	0.003	91.465	91.465	662.958
	2130	1	0.003	51.881	51.881	711.306
	2130	2	0.003	95.956	95.956	663.097
	2131	1	0.003	51.491	51.491	711.019
	2131	2	0.003	95.409	95.409	661.76
	2132	1	0.003	54.019	54.019	709.472
	2132	2	0.002	94.748	94.748	660.425
	2133	1	0.003	53.623	53.623	709.201
	2133	2	0.002	94.025	94.025	659.094
	2134	1	0.003	56.101	56.101	707.662
	2134	2	0.002	93.176	93.176	657.766
	2135	1	0.003	58.591	58.591	706.125
	2135	2	0.002	92.101	92.101	656.442
	2136	1	0.003	61.025	61.025	704.59
	2136	2	0.002	90.805	90.805	655.121
	2137	1	0.003	59.792	59.792	704.346
	2137	2	0.002	89.365	89.365	653.803
	2138	1	0.003	58.623	58.623	704.113
	2138	2	0.002	91.805	91.805	654
	2139	1	0.003	60.535	60.535	702.591
	2139	2	0.002	89.83	89.83	652.692
	2140	1	0.003	59.478	59.478	702.374
	2140	2	0.002	87.73	87.73	651.388
	2141	1	0.003	60.943	60.943	700.86
	2141	2	0.002	85.566	85.566	650.088
	2142	1	0.003	62.321	62.321	699.348
	2142	2	0.002	83.314	83.314	648.791
	2143	1	0.003	63.579	63.579	697.838
	2143	2	0.002	81.101	81.101	647.498
	2144	1	0.003	64.616	64.616	696.331
	2144	2	0.003	78.855	78.855	646.208
	2145	1	0.003	65.453	65.453	694.827
	2145	2	0.003	80.918	80.918	646.457
	2146	1	0.003	66.05	66.05	693.324
	2146	2	0.003	78.572	78.572	645.177
	2147	1	0.003	66.503	66.503	691.825
	2147	2	0.003	76.34	76.34	643.902
	2148	1	0.003	66.893	66.893	690.328
	2148	2	0.003	74.283	74.283	642.63
	2149	1	0.003	67.239	67.239	688.833
	2149	2	0.003	72.44	72.44	641.361
	2150	1	0.003	67.597	67.597	687.341
	2150	2	0.003	70.893	70.893	640.097
	2151	1	0.003	68.013	68.013	685.852
	2151	2	0.003	69.604	69.604	638.836
	2152	1	0.003	68.491	68.491	684.365
	2152	2	0.003	68.428	68.428	637.579
	2153	1	0.003	69.019	69.019	682.881
	2153	2	0.003	67.39	67.39	636.326
	2154	1	0.003	69.472	69.472	681.4
	2154	2	0.003	69.723	69.723	636.641
	2155	1	0.003	69.918	69.918	679.921
	2155	2	0.003	68.484	68.484	635.398
	2156	1	0.003	70.277	70.277	678.445
	2156	2	0.003	67.226	67.226	634.16
	2157	1	0.003	70.579	70.579	676.971
	2157	2	0.003	65.761	65.761	632.925
	2158	1	0.003	70.717	70.717	675.5
	2158	2	0.003	64.025	64.025	631.694
	2159	1	0.003	70.893	70.893	674.032
	2159	2	0.003	65.717	65.717	632.05
	2160	1	0.003	71.132	71.132	672.567
	2160	2	0.003	63.792	63.792	630.83
	2161	1	0.003	71.453	71.453	671.105
	2161	2	0.003	61.711	61.711	629.614
	2162	1	0.003	71.95	71.95	669.645
	2162	2	0.003	59.692	59.692	628.402
	2163	1	0.003	72.799	72.799	668.188
	2163	2	0.003	57.597	57.597	627.194
	2164	1	0.003	74.182	74.182	666.734
	2164	2	0.003	55.629	55.629	625.991
	2165	1	0.003	76.05	76.05	665.283
	2165	2	0.003	53.811	53.811	624.791
	2166	1	0.003	78.289	78.289	663.834
	2166	2	0.003	52.201	52.201	623.595
	2167	1	0.003	80.994	80.994	662.388
	2167	2	0.003	50.679	50.679	622.404
	2168	1	0.003	84.013	84.013	660.946
	2168	2	0.003	49.428	49.428	621.217
	2169	1	0.003	87.314	87.314	659.506
	2169	2	0.003	48.428	48.428	620.034
	2170	1	0.003	90.742	90.742	658.069
	2170	2	0.003	47.66	47.66	618.855
	2171	1	0.003	94.252	94.252	656.635
	2171	2	0.003	47.182	47.182	617.68
	2172	1	0.002	97.723	97.723	655.204
	2172	2	0.003	47.044	47.044	616.51
	2173	1	0.002	101.208	101.208	653.776
	2173	2	0.003	47.094	47.094	615.344
	2174	1	0.002	103.34	103.34	653.758
	2174	2	0.003	47.421	47.421	614.182
	2175	1	0.002	101.868	101.868	655.168
	2175	2	0.003	48.025	48.025	613.024
	2176	1	0.002	100.063	100.063	656.58
	2176	2	0.003	48.868	48.868	611.871
	2177	1	0.002	98.019	98.019	657.996
	2177	2	0.003	50	50	610.723
	2178	1	0.002	95.874	95.874	659.415
	2178	2	0.003	51.484	51.484	609.578
	2179	1	0.002	93.66	93.66	660.836
	2179	2	0.003	56.22	56.22	610.084
	2180	1	0.002	91.472	91.472	662.261
	2180	2	0.003	57.774	57.774	608.952
	2181	1	0.002	89.767	89.767	663.689
	2181	2	0.003	59.509	59.509	607.824
	2182	1	0.002	88.874	88.874	665.119
	2182	2	0.003	61.421	61.421	606.7
	2183	1	0.002	88.937	88.937	666.553
	2183	2	0.003	63.472	63.472	605.581
	2184	1	0.002	90.226	90.226	667.989
	2184	2	0.003	65.667	65.667	604.467
	2185	1	0.002	92.717	92.717	669.429
	2185	2	0.003	67.874	67.874	603.357
	2186	1	0.002	95.283	95.283	669.488
	2186	2	0.003	70.208	70.208	602.252
	2187	1	0.002	94.472	94.472	668.109
	2187	2	0.003	72.428	72.428	601.151
	2188	1	0.002	97.138	97.138	668.187
	2188	2	0.003	74.623	74.623	600.055
	2189	1	0.002	96.031	96.031	666.816
	2189	2	0.003	76.635	76.635	598.964
	2190	1	0.003	94.849	94.849	665.449
	2190	2	0.003	78.333	78.333	597.877
	2191	1	0.002	93.566	93.566	664.086
	2191	2	0.003	79.799	79.799	596.796
	2192	1	0.002	92.164	92.164	662.725
	2192	2	0.003	80.975	80.975	595.718
	2193	1	0.003	90.711	90.711	661.368
	2193	2	0.003	81.849	81.849	594.646
	2194	1	0.003	89.025	89.025	660.014
	2194	2	0.003	82.34	82.34	593.578
	2195	1	0.003	87.289	87.289	658.663
	2195	2	0.003	82.679	82.679	592.516
	2196	1	0.003	88.95	88.95	658.797
	2196	2	0.003	82.824	82.824	591.458
	2197	1	0.003	86.862	86.862	657.456
	2197	2	0.003	86.365	86.365	592.108
	2198	1	0.003	84.635	84.635	656.118
	2198	2	0.003	86.126	86.126	591.063
	2199	1	0.003	82.333	82.333	654.784
	2199	2	0.002	85.824	85.824	590.023
	2200	1	0.003	80.031	80.031	653.453
	2200	2	0.003	85.39	85.39	588.987
	2201	1	0.003	77.755	77.755	652.125
	2201	2	0.003	84.95	84.95	587.957
	2202	1	0.003	75.503	75.503	650.801
	2202	2	0.002	84.56	84.56	586.932
	2203	1	0.003	77.503	77.503	650.985
	2203	2	0.002	84.195	84.195	585.912
	2204	1	0.003	75.358	75.358	649.671
	2204	2	0.002	83.912	83.912	584.897
	2205	1	0.003	73.371	73.371	648.361
	2205	2	0.002	83.742	83.742	583.887
	2206	1	0.003	71.44	71.44	647.054
	2206	2	0.002	83.799	83.799	582.882
	2207	1	0.003	69.604	69.604	645.75
	2207	2	0.002	84.126	84.126	581.882
