	TrackID		41
	X-coordinates	Y-coordinates	Time	Curvature	 Perimeter	 	 Intensity 	 	 IntensitySec
	175.42		243.82		1		0.011				100.17		12,580		12,580
	175.42		243.82		1		0.011				100.17		12,580		12,580
	159.5		246.32		2		0.011				98.02		14,763		14,763
	159.5		246.32		2		0.011				98.02		14,763		14,763
	175.49		243.74		3		0.011				100.96		15,179		15,179
	175.49		243.74		3		0.011				100.96		15,179		15,179
	160.5		246.46		4		0.011				98.326		14,490		14,490
	160.5		246.46		4		0.011				98.326		14,490		14,490
	158.5		246.21		5		0.011				98.25		20,754		20,754
	158.5		246.21		5		0.011				98.25		20,754		20,754
	159.5		246.46		6		0.011				98.615		15,542		15,542
	159.5		246.46		6		0.011				98.615		15,542		15,542
	174.32		243		7		0.01				102.142		14,252		14,252
	174.32		243		7		0.01				102.142		14,252		14,252
	158.5		246.32		8		0.011				98.412		18,824		18,824
	158.5		246.32		8		0.011				98.412		18,824		18,824
	157.5		246.06		9		0.012				98.25		20,893		20,893
	157.5		246.06		9		0.012				98.25		20,893		20,893
	158.5		244.39		10		0.011				98.082		12,405		12,405
	158.5		244.39		10		0.011				98.082		12,405		12,405
	156.5		243.21		11		0.011				98		12,740		12,740
	156.5		243.21		11		0.011				98		12,740		12,740
	173.5		240.52		12		0.012				100.225		17,716		17,716
	173.5		240.52		12		0.012				100.225		17,716		17,716
	149.5		241.01		13		0.011				98.412		10,546		10,546
	149.5		241.01		13		0.011				98.412		10,546		10,546
	152.5		240.88		14		0.009				98.082		16,552		16,552
	152.5		240.88		14		0.009				98.082		16,552		16,552
	170.5		239.48		15		0.01				100.02		13,887		13,887
	170.5		239.48		15		0.01				100.02		13,887		13,887
	155.5		241.09		16		0.01				98.046		10,686		10,686
	155.5		241.09		16		0.01				98.046		10,686		10,686
	169.5		239.33		17		0.01				100.663		12,229		12,229
	169.5		239.33		17		0.01				100.663		12,229		12,229
	173.5		239.25		18		0.011				102.201		15,920		15,920
