	TrackID		11
	X-coordinates	Y-coordinates	Time	Curvature	 Perimeter	 	 Intensity 	 	 IntensitySec
	94.693		107.175		1		0.011				116		18,010		18,010
	94.693		107.175		1		0.011				116		18,010		18,010
	101.31		100.77		2		0.01				106.301		14,458		14,458
	101.31		100.77		2		0.01				106.301		14,458		14,458
	95.913		109.504		3		0.01				119.004		9,099		9,099
	95.913		109.504		3		0.01				119.004		9,099		9,099
	102.93		101.12		4		0.01				106.888		12,416		12,416
	102.93		101.12		4		0.01				106.888		12,416		12,416
	103.11		100.72		5		0.01				106.832		9,346		9,346
	103.11		100.72		5		0.01				106.832		9,346		9,346
	103.09		101.1		6		0.01				108.208		10,918		10,918
	103.09		101.1		6		0.01				108.208		10,918		10,918
	97.274		108.442		7		0.01				119.206		19,089		19,089
	97.274		108.442		7		0.01				119.206		19,089		19,089
	102.63		98.4		8		0.01				106.075		11,676		11,676
	102.63		98.4		8		0.01				106.075		11,676		11,676
	101.7		97.24		9		0.01				106.075		9,473		9,473
	101.7		97.24		9		0.01				106.075		9,473		9,473
	101.21		94.84		10		0.011				106.151		10,042		10,042
	101.21		94.84		10		0.011				106.151		10,042		10,042
	100.84		93.5		11		0.011				104.89		13,890		13,890
	100.84		93.5		11		0.011				104.89		13,890		13,890
	92.479		101.402		12		0.011				116.778		10,623		10,623
	92.479		101.402		12		0.011				116.778		10,623		10,623
	97.76		91.5		13		0.011				102.45		12,506		12,506
	97.76		91.5		13		0.011				102.45		12,506		12,506
	97.3		92.5		14		0.011				103.233		16,405		16,405
	97.3		92.5		14		0.011				103.233		16,405		16,405
	90.763		101.649		15		0.011				115.261		12,880		12,880
	90.763		101.649		15		0.011				115.261		12,880		12,880
	97.13		95.49		16		0.011				105.119		12,115		12,115
	97.13		95.49		16		0.011				105.119		12,115		12,115
	91.823		101.876		17		0.011				115.974		13,565		13,565
	91.823		101.876		17		0.011				115.974		13,565		13,565
	90.288		104.686		18		0.011				120.341		11,187		11,187
	90.288		104.686		18		0.011				120.341		11,187		11,187
	90.136		104.331		19		0.011				121.083		15,535		15,535
	90.136		104.331		19		0.011				121.083		15,535		15,535
	97.41		94.36		20		0.009				106.405		11,270		11,270
	97.41		94.36		20		0.009				106.405		11,270		11,270
	96.93		95.3		21		0.009				106.888		7,219		7,219
	96.93		95.3		21		0.009				106.888		7,219		7,219
	98.14		95		22		0.01				106.888		11,501		11,501
	98.14		95		22		0.01				106.888		11,501		11,501
	92.008		105.568		23		0.01				122.147		16,958		16,958
	92.008		105.568		23		0.01				122.147		16,958		16,958
	99.11		94.9		24		0.01				105.38		14,429		14,429
	99.11		94.9		24		0.01				105.38		14,429		14,429
	98.61		94.73		25		0.011				105.418		11,949		11,949
	98.61		94.73		25		0.011				105.418		11,949		11,949
	98.47		93.77		26		0.011				104.139		9,479		9,479
	98.47		93.77		26		0.011				104.139		9,479		9,479
	93.616		100.634		27		0.011				114.586		12,142		12,142
	93.616		100.634		27		0.011				114.586		12,142		12,142
	92.096		100.842		28		0.011				115.313		11,960		11,960
	92.096		100.842		28		0.011				115.313		11,960		11,960
	98		92.8		29		0.011				102.942		10,760		10,760
	98		92.8		29		0.011				102.942		10,760		10,760
	97.69		94.44		30		0.011				103.586		13,179		13,179
	97.69		94.44		30		0.011				103.586		13,179		13,179
	92.936		101.564		31		0.011				112.45		15,731		15,731
	92.936		101.564		31		0.011				112.45		15,731		15,731
	92.973		101.873		32		0.011				112.45		16,818		16,818
	92.973		101.873		32		0.011				112.45		16,818		16,818
	92.781		102.939		33		0.011				116.043		10,735		10,735
	92.781		102.939		33		0.011				116.043		10,735		10,735
	92.664		103.867		34		0.011				116.778		9,807		9,807
	92.664		103.867		34		0.011				116.778		9,807		9,807
	91.169		105.678		35		0.011				119.206		18,771		18,771
	91.169		105.678		35		0.011				119.206		18,771		18,771
	98.59		95.8		36		0.01				106.832		8,125		8,125
	98.59		95.8		36		0.01				106.832		8,125		8,125
	93.451		102.973		37		0.011				115.521		8,102		8,102
	93.451		102.973		37		0.011				115.521		8,102		8,102
	99.91		94.78		38		0.009				106.075		13,485		13,485
	99.91		94.78		38		0.009				106.075		13,485		13,485
	98.82		95.67		39		0.01				105.418		10,604		10,604
	98.82		95.67		39		0.01				105.418		10,604		10,604
	97.55		95.56		40		0.011				105.418		11,521		11,521
	97.55		95.56		40		0.011				105.418		11,521		11,521
	97.65		91.75		41		0.011				103.479		13,039		13,039
	97.65		91.75		41		0.011				103.479		13,039		13,039
	91.036		98.423		42		0.011				113.899		15,848		15,848
	91.036		98.423		42		0.011				113.899		15,848		15,848
	96.09		91.61		43		0.011				104.139		8,782		8,782
	96.09		91.61		43		0.011				104.139		8,782		8,782
	90.157		101.391		44		0.011				116.103		12,447		12,447
	90.157		101.391		44		0.011				116.103		12,447		12,447
	91.221		100.779		45		0.011				114.586		10,850		10,850
	91.221		100.779		45		0.011				114.586		10,850		10,850
	89.782		104.345		46		0.011				119.754		15,652		15,652
	89.782		104.345		46		0.011				119.754		15,652		15,652
	90.739		103.383		47		0.011				117.516		18,744		18,744
	90.739		103.383		47		0.011				117.516		18,744		18,744
	91.798		102.711		48		0.01				118.258		15,099		15,099
	91.798		102.711		48		0.01				118.258		15,099		15,099
	97.45		96.29		49		0.01				107.629		8,850		8,850
	97.45		96.29		49		0.01				107.629		8,850		8,850
	97.52		96.25		50		0.01				105.475		8,014		8,014
	97.52		96.25		50		0.01				105.475		8,014		8,014
	91.482		104.395		51		0.01				118.343		15,809		15,809
	91.482		104.395		51		0.01				118.343		15,809		15,809
	93.5		102.909		52		0.01				114.63		19,020		19,020
	93.5		102.909		52		0.01				114.63		19,020		19,020
	96.94		99.13		53		0.01				107.564		7,807		7,807
	96.94		99.13		53		0.01				107.564		7,807		7,807
	93.327		102.936		54		0.01				113.899		22,204		22,204
	93.327		102.936		54		0.01				113.899		22,204		22,204
	96.96		96.33		55		0.011				105.551		8,576		8,576
	96.96		96.33		55		0.011				105.551		8,576		8,576
	90.826		103.339		56		0.011				116.778		16,864		16,864
	90.826		103.339		56		0.011				116.778		16,864		16,864
	95.86		93.9		57		0.01				104.35		9,218		9,218
	95.86		93.9		57		0.01				104.35		9,218		9,218
	95.82		92.65		58		0.011				103.078		10,390		10,390
	95.82		92.65		58		0.011				103.078		10,390		10,390
	87.926		103.744		59		0.011				120.416		13,032		13,032
	87.926		103.744		59		0.011				120.416		13,032		13,032
	95.72		93.6		60		0.011				103.856		15,395		15,395
	95.72		93.6		60		0.011				103.856		15,395		15,395
	89.128		102.94		61		0.012				116.043		20,800		20,800
